id_tarjeta,id_cliente,id_cliente_original,indice_tarjeta,marca_tarjeta,tipo_tarjeta,numero_tarjeta,fecha_expiracion,cvv,tiene_chip,tarjetas_emitidas,limite_credito,fecha_apertura,ano_ultimo_pin,en_dark_web
2814,929,929,0,Amex,Crédito,308172687372686,08/2022,784,SÍ,1,8200.0,07/1998,2013,No
2815,929,929,1,Visa,Crédito,4539993816741443,03/2023,11,SÍ,1,6900.0,01/2012,2012,No
2816,929,929,2,Mastercard,Débito,5101124751213938,11/2022,652,SÍ,2,13689.0,05/2016,2016,No
2817,930,930,0,Mastercard,Débito,5826135241607424,02/2020,122,SÍ,2,5836.0,01/2020,2020,No
2818,931,931,0,Mastercard,Crédito,5920524223877097,11/2024,661,NO,1,12300.0,09/2007,2008,No
2819,931,931,1,Mastercard,Crédito,5098671138116677,12/2011,455,SÍ,1,7900.0,10/2010,2010,No
2820,931,931,2,Visa,Crédito,4281927270188113,03/2021,372,SÍ,1,13500.0,09/2005,2013,No
2821,931,931,3,Mastercard,Debit (Prepaid),5548793272738670,04/2024,233,SÍ,1,41.0,01/2006,2010,No
2822,932,932,0,Visa,Crédito,4133581250475930,10/2022,896,SÍ,1,16400.0,01/2020,2020,No
2823,932,932,1,Visa,Débito,4556637634817262,03/2023,126,SÍ,2,16293.0,05/2008,2009,No
2824,932,932,2,Mastercard,Crédito,5131036676128155,08/2024,342,SÍ,2,14300.0,07/2015,2015,No
2825,932,932,3,Amex,Crédito,387783458708691,03/2024,124,SÍ,1,21200.0,07/2007,2011,No
2826,933,933,0,Visa,Débito,4536763812166738,01/2021,475,SÍ,1,11068.0,05/2012,2012,No
2827,933,933,1,Mastercard,Débito,5796942838820076,10/2021,291,NO,1,14835.0,01/2020,2020,No
2828,933,933,2,Amex,Crédito,310838708616037,03/2022,96,NO,2,9300.0,12/2004,2014,No
2829,933,933,3,Visa,Crédito,4074614873243599,12/2020,16,SÍ,1,9400.0,02/2011,2011,No
2830,934,934,0,Mastercard,Débito,5495672050218584,02/2022,792,SÍ,1,12566.0,08/2004,2015,No
2831,934,934,1,Discover,Crédito,6591224063219779,10/2020,174,SÍ,2,4100.0,05/2013,2013,No
2832,934,934,2,Mastercard,Crédito,5418010568255294,06/2018,205,SÍ,2,7400.0,11/2010,2012,No
2833,934,934,3,Visa,Crédito,4361264242552157,12/2021,440,SÍ,2,4200.0,10/2006,2011,No
2834,935,935,0,Mastercard,Débito,5915885449164037,10/2022,744,SÍ,1,14388.0,12/2008,2015,No
2835,935,935,1,Mastercard,Debit (Prepaid),5855592283767121,12/2020,132,SÍ,1,63.0,08/2006,2014,No
2836,936,936,0,Mastercard,Crédito,5388350141546014,01/2020,278,SÍ,2,8100.0,04/2005,2008,No
2837,936,936,1,Amex,Crédito,341587958222262,06/2024,281,SÍ,2,10000.0,05/2012,2012,No
2838,937,937,0,Discover,Crédito,6844863173851964,11/2024,435,SÍ,2,8700.0,04/2016,2016,No
2839,937,937,1,Mastercard,Débito,5517394959961406,10/2023,758,NO,2,11900.0,07/2009,2010,No
2840,937,937,2,Mastercard,Crédito,5631203582527418,10/2023,995,SÍ,1,5700.0,09/2010,2015,No
2841,937,937,3,Visa,Crédito,4530836617790002,06/2022,596,SÍ,2,3400.0,02/2014,2014,No
2842,937,937,4,Discover,Crédito,6755650709292906,05/2023,220,SÍ,2,5300.0,09/2008,2011,No
2843,938,938,0,Mastercard,Débito,5098350921641458,04/2023,974,SÍ,1,16082.0,10/1998,2010,No
2844,938,938,1,Mastercard,Débito,5986700523468552,12/2020,317,SÍ,1,21552.0,06/2006,2006,No
2845,938,938,2,Mastercard,Débito,5705118094307247,08/2022,295,SÍ,1,29037.0,11/2015,2015,No
2846,938,938,3,Mastercard,Débito,5865202589439156,12/2006,927,SÍ,2,19107.0,05/2005,2005,No
2847,938,938,4,Mastercard,Débito,5920582128586067,03/2012,387,SÍ,2,26562.0,10/2006,2008,No
2848,938,938,5,Discover,Crédito,6208549056774201,06/2020,325,SÍ,1,9800.0,09/2000,2011,No
2849,939,939,0,Visa,Crédito,4867749358306187,05/2023,503,SÍ,2,13000.0,01/2020,2020,No
2850,939,939,1,Mastercard,Débito,5356595125371375,02/2020,118,SÍ,2,14733.0,01/2020,2020,No
2851,939,939,2,Mastercard,Débito,5652463737028904,02/2020,322,SÍ,2,7476.0,02/2020,2020,No
2852,939,939,3,Mastercard,Debit (Prepaid),5620630869634949,02/2024,155,SÍ,2,60.0,01/2020,2020,No
2853,940,940,0,Mastercard,Débito,5442893744984249,06/2019,926,SÍ,2,29471.0,03/2005,2011,No
2854,940,940,1,Visa,Crédito,4273233611719444,10/2014,602,SÍ,1,17700.0,04/2005,2010,No
2855,940,940,2,Mastercard,Débito,5036287741782216,04/2023,791,SÍ,2,11969.0,07/2008,2008,No
2856,940,940,3,Visa,Débito,4685370244169283,04/2022,311,SÍ,2,7946.0,06/2007,2014,No
2857,940,940,4,Visa,Debit (Prepaid),4616391251053035,06/2011,600,SÍ,1,41.0,09/2006,2017,No
2858,941,941,0,Mastercard,Débito,5017276941811863,09/2023,728,SÍ,1,12873.0,10/2003,2008,No
2859,941,941,1,Mastercard,Débito,5113638843250393,09/2023,734,SÍ,1,17629.0,04/2004,2012,No
2860,942,942,0,Mastercard,Débito,5819953308753509,12/2024,978,SÍ,1,6497.0,01/2020,2020,No
2861,942,942,1,Mastercard,Debit (Prepaid),5461501204746611,07/2021,921,SÍ,1,67.0,01/2020,2020,No
2862,942,942,2,Visa,Crédito,4172901867929023,06/2021,815,SÍ,1,3300.0,10/2015,2015,No
2863,943,943,0,Visa,Debit (Prepaid),4338179283608637,01/2022,479,SÍ,2,85.0,04/2006,2010,No
2864,943,943,1,Mastercard,Debit (Prepaid),5499438981291346,06/2020,547,NO,1,39.0,02/2006,2006,No
2865,944,944,0,Mastercard,Débito,5317963113167475,08/2023,60,SÍ,1,26162.0,10/2014,2014,No
2866,944,944,1,Visa,Crédito,4499974645760874,12/2024,556,SÍ,1,13700.0,04/2011,2014,No
2867,944,944,2,Visa,Débito,4855184148394849,01/2022,646,SÍ,2,31504.0,04/2009,2014,No
2868,944,944,3,Mastercard,Débito,5095105587832290,04/2009,488,SÍ,2,9010.0,08/2006,2007,No
2869,945,945,0,Mastercard,Débito,5716512774333391,07/2024,690,SÍ,1,64059.0,05/2015,2015,No
2870,945,945,1,Mastercard,Debit (Prepaid),5128224925042600,03/2021,416,SÍ,2,62.0,10/2005,2008,No
2871,945,945,2,Mastercard,Débito,5841318855882805,09/2018,598,NO,2,29601.0,11/2008,2011,No
2872,945,945,3,Mastercard,Crédito,5806437154431806,11/2012,9,SÍ,1,21800.0,07/2009,2014,No
2873,945,945,4,Mastercard,Débito,5094889405071154,05/2022,229,SÍ,2,49790.0,12/2010,2010,No
2874,946,946,0,Visa,Débito,4219882258727403,01/2020,656,SÍ,1,13438.0,07/2017,2017,No
2875,946,946,1,Visa,Crédito,4821384154009946,09/2024,7,SÍ,1,9600.0,03/2010,2011,No
2876,946,946,2,Visa,Crédito,4104821247175147,07/2021,10,SÍ,1,6300.0,11/2007,2007,No
2877,946,946,3,Mastercard,Débito,5315137645798994,04/2023,777,SÍ,1,12348.0,09/2002,2008,No
2878,947,947,0,Mastercard,Débito,5521656165067355,07/2020,771,SÍ,1,9632.0,01/2020,2020,No
2879,947,947,1,Mastercard,Débito,5614214525430856,08/2024,54,SÍ,2,9490.0,02/2020,2020,No
2880,947,947,2,Mastercard,Débito,5745960951909793,01/2024,921,NO,2,32399.0,01/2020,2020,No
2881,948,948,0,Visa,Débito,4367233384706347,11/2015,188,NO,2,12810.0,04/2008,2008,No
2882,948,948,1,Mastercard,Crédito,5843002193982556,09/2012,247,SÍ,2,9300.0,09/2005,2014,No
2883,948,948,2,Mastercard,Débito,5285092902484419,10/2017,930,SÍ,2,7564.0,11/2004,2016,No
2884,949,949,0,Visa,Débito,4044587617721396,11/2021,838,SÍ,1,22765.0,08/2016,2016,No
2885,949,949,1,Discover,Crédito,6308747644809116,10/2021,62,SÍ,1,11300.0,06/2006,2012,No
2886,949,949,2,Mastercard,Débito,5516369728570927,10/2022,822,SÍ,1,10369.0,01/2007,2011,No
2887,949,949,3,Mastercard,Crédito,5899977049289049,10/2020,747,SÍ,2,10200.0,01/2002,2011,No
2888,949,949,4,Visa,Crédito,4213819030854815,06/2024,692,SÍ,2,12100.0,05/2009,2019,No
2889,949,949,5,Visa,Débito,4896500420485745,03/2020,197,SÍ,2,15409.0,06/2000,2017,No
2890,950,950,0,Visa,Crédito,4892840339331137,07/2024,127,SÍ,2,22500.0,02/2009,2012,No
2891,950,950,1,Mastercard,Crédito,5671490114250433,01/2020,534,NO,3,6700.0,01/2020,2020,No
2892,951,951,0,Visa,Débito,4621289769533601,03/2022,629,SÍ,2,842.0,08/2009,2009,No
2893,951,951,1,Mastercard,Débito,5087574290944963,08/2009,540,SÍ,2,10049.0,05/2009,2009,No
2894,951,951,2,Mastercard,Débito,5469440611983411,06/2018,723,SÍ,2,11625.0,04/2010,2012,No
2895,951,951,3,Mastercard,Crédito,5944277345824239,11/2021,689,SÍ,2,5800.0,04/2010,2011,No
2896,951,951,4,Mastercard,Débito,5515952308018882,02/2020,490,NO,3,17515.0,02/2008,2010,No
2897,952,952,0,Visa,Débito,4556029140337815,07/2024,537,SÍ,2,1696.0,02/2020,2020,No
2898,952,952,1,Discover,Crédito,6713198244025271,10/2010,952,SÍ,2,11400.0,10/2010,2011,No
2899,952,952,2,Visa,Crédito,4609569293297684,07/2020,165,SÍ,2,10600.0,06/2005,2017,No
2900,953,953,0,Discover,Crédito,6960133989364222,12/2010,808,NO,1,21500.0,07/2010,2010,No
2901,953,953,1,Mastercard,Débito,5988465973991532,10/2021,869,SÍ,2,32784.0,12/2004,2008,No
2902,953,953,2,Mastercard,Débito,5477771408952435,04/2022,980,SÍ,2,13510.0,07/2007,2016,No
2903,953,953,3,Visa,Crédito,4275721419388991,08/2012,125,SÍ,1,14000.0,06/2012,2012,No
2904,954,954,0,Mastercard,Debit (Prepaid),5477226022582793,04/2018,961,NO,3,38.0,11/2010,2013,No
2905,955,955,0,Visa,Débito,4361413457601347,09/2020,932,NO,1,28471.0,02/2020,2020,No
2906,955,955,1,Mastercard,Débito,5102512406568371,12/2023,196,SÍ,2,33833.0,01/2020,2020,No
2907,956,956,0,Visa,Débito,4255117392431602,04/2020,582,NO,2,14751.0,07/1999,2012,No
2908,957,957,0,Mastercard,Débito,5909062238371484,04/2024,211,SÍ,1,27268.0,07/2012,2012,No
2909,957,957,1,Amex,Crédito,346964605654298,02/2020,530,SÍ,1,16400.0,02/2020,2020,No
2910,958,958,0,Mastercard,Crédito,5802759460691737,12/2019,312,SÍ,1,17600.0,09/2007,2014,No
2911,958,958,1,Mastercard,Débito,5050211780967429,04/2021,316,SÍ,2,31490.0,02/2011,2011,No
2912,958,958,2,Mastercard,Débito,5691786126216800,06/2021,451,SÍ,2,31008.0,02/2020,2020,No
2913,958,958,3,Mastercard,Débito,5472791324252431,04/2020,138,SÍ,2,25558.0,02/2020,2020,No
2914,959,959,0,Mastercard,Debit (Prepaid),5348108239138924,11/2023,893,SÍ,2,54.0,02/2007,2010,No
2915,959,959,1,Visa,Crédito,4839347876295447,03/2024,844,SÍ,1,7200.0,02/2004,2015,No
2916,959,959,2,Visa,Débito,4760435386907937,01/2022,2,SÍ,2,5080.0,04/2010,2010,No
2917,959,959,3,Discover,Crédito,6553992478482052,01/2020,897,SÍ,1,2700.0,01/2020,2020,No
2918,959,959,4,Mastercard,Débito,5025292542824623,04/2021,264,SÍ,2,9278.0,09/2001,2011,No
2919,959,959,5,Discover,Crédito,6898335342234639,03/2022,107,SÍ,1,6000.0,03/2010,2016,No
2920,960,960,0,Mastercard,Débito,5586398791957987,03/2022,828,SÍ,1,27243.0,01/2012,2012,No
2921,960,960,1,Visa,Débito,4777281869545650,02/2017,256,SÍ,2,23237.0,02/2007,2009,No
2922,960,960,2,Visa,Débito,4144623277980192,10/2022,645,SÍ,2,16008.0,11/2011,2011,No
2923,960,960,3,Mastercard,Débito,5535701151074664,02/2022,987,SÍ,1,16279.0,01/2012,2012,No
2924,960,960,4,Mastercard,Débito,5669514318855142,11/2014,958,NO,1,16003.0,09/2013,2013,No
2925,961,961,0,Mastercard,Débito,5695114787068183,02/2021,881,SÍ,2,5488.0,08/2007,2014,No
2926,962,962,0,Visa,Débito,4998267438899183,02/2020,675,SÍ,1,45222.0,02/2020,2020,No
2927,962,962,1,Visa,Débito,4001532089642118,01/2021,681,SÍ,1,32071.0,01/2013,2013,No
2928,963,963,0,Visa,Débito,4795449431320485,08/2020,55,SÍ,2,16783.0,02/2020,2020,No
2929,964,964,0,Visa,Débito,4401985504522492,10/2023,745,SÍ,2,13524.0,02/2020,2020,No
2930,964,964,1,Visa,Crédito,4070730691570556,04/2021,834,SÍ,2,15000.0,02/2020,2020,No
2931,965,965,0,Mastercard,Débito,5872231427146852,06/2005,616,SÍ,1,20062.0,10/2004,2010,No
2932,965,965,1,Mastercard,Crédito,5388336417003781,02/2021,355,SÍ,2,8100.0,01/2008,2009,No
2933,965,965,2,Mastercard,Débito,5563354301495546,09/2021,337,NO,2,4335.0,09/2007,2007,No
2934,965,965,3,Mastercard,Crédito,5756823922746957,04/2024,644,SÍ,2,2000.0,09/2010,2010,No
2935,966,966,0,Visa,Débito,4512873665454661,03/2022,854,SÍ,1,25445.0,08/2009,2009,No
2936,966,966,1,Mastercard,Crédito,5361975786587169,07/2024,39,SÍ,1,17400.0,02/2010,2010,No
2937,966,966,2,Mastercard,Débito,5251416101381622,11/2019,577,SÍ,2,34684.0,11/2005,2008,No
2938,966,966,3,Mastercard,Débito,5623100773698393,03/2022,956,SÍ,2,28125.0,11/2015,2015,No
2939,966,966,4,Mastercard,Débito,5266317582741981,08/2020,276,SÍ,2,49705.0,02/2020,2020,No
2940,967,967,0,Visa,Débito,4590278168014299,09/2014,921,NO,2,31424.0,07/2009,2010,No
2941,967,967,1,Amex,Crédito,398644935987910,03/2023,22,SÍ,2,7900.0,03/2012,2012,No
2942,967,967,2,Mastercard,Débito,5259379174477000,06/2006,913,SÍ,1,19097.0,02/2006,2011,No
2943,967,967,3,Amex,Crédito,384866850602533,09/2021,24,SÍ,1,10100.0,10/2011,2015,No
2944,968,968,0,Visa,Débito,4879393662835541,12/2023,176,SÍ,1,32423.0,03/2012,2012,No
2945,968,968,1,Visa,Crédito,4220895295503221,07/2015,14,SÍ,1,16900.0,11/2011,2011,No
2946,968,968,2,Mastercard,Débito,5930100401040067,06/2021,908,SÍ,1,17686.0,02/2004,2007,No
2947,969,969,0,Visa,Crédito,4095931916462697,01/2020,979,NO,1,8100.0,08/2007,2009,No
2948,969,969,1,Mastercard,Débito,5420156044028724,03/2020,391,NO,1,10059.0,06/2005,2014,No
2949,969,969,2,Visa,Débito,4179763879293617,02/2022,245,NO,1,4302.0,09/2011,2015,No
2950,969,969,3,Visa,Crédito,4614912096462106,11/2020,84,SÍ,1,7300.0,02/2011,2011,No
2951,970,970,0,Mastercard,Débito,5566661174535407,01/2024,748,SÍ,1,13123.0,10/2009,2014,No
2952,970,970,1,Mastercard,Débito,5076319230738343,01/2023,951,SÍ,1,3630.0,06/2003,2009,No
2953,970,970,2,Visa,Débito,4172998979903061,09/2022,521,SÍ,1,20173.0,08/2007,2012,No
2954,971,971,0,Amex,Crédito,338000149804579,09/2013,657,SÍ,1,9500.0,06/2010,2014,No
2955,971,971,1,Mastercard,Débito,5752353826326176,05/2021,929,SÍ,2,10141.0,02/2020,2020,No
2956,972,972,0,Visa,Crédito,4380773389755661,04/2013,71,SÍ,1,16800.0,06/2011,2011,No
2957,972,972,1,Visa,Crédito,4344621368223240,11/2020,198,NO,1,15900.0,11/2019,2019,No
2958,972,972,2,Mastercard,Débito,5476991702043637,11/2018,146,SÍ,1,24080.0,11/2016,2016,No
2959,972,972,3,Visa,Crédito,4049783428118055,12/2023,163,SÍ,1,20400.0,11/2007,2007,No
2960,973,973,0,Mastercard,Crédito,5502650201752905,04/2009,519,SÍ,1,22000.0,04/2007,2013,No
2961,973,973,1,Visa,Crédito,4659722496191511,09/2020,241,SÍ,2,28300.0,12/1999,2008,No
2962,973,973,2,Mastercard,Débito,5022040734416407,01/2021,283,SÍ,1,27761.0,09/2010,2010,No
2963,973,973,3,Mastercard,Crédito,5413583936219095,03/2023,131,SÍ,1,21200.0,04/2005,2012,No
2964,973,973,4,Visa,Débito,4696902139977410,03/2024,152,SÍ,1,20560.0,10/2009,2009,No
2965,973,973,5,Mastercard,Débito,5148179955768342,01/2013,502,SÍ,2,3095.0,06/2008,2012,No
2966,973,973,6,Mastercard,Débito,5732012596449271,06/2021,883,SÍ,2,43879.0,08/2006,2015,No
2967,974,974,0,Mastercard,Débito,5477468554443618,09/2022,446,SÍ,2,21359.0,01/2020,2020,No
2968,974,974,1,Mastercard,Crédito,5467734960108980,10/2024,991,SÍ,1,10200.0,02/2020,2020,No
2969,975,975,0,Visa,Débito,4212075848270095,08/2022,173,SÍ,2,16332.0,08/2012,2012,No
2970,975,975,1,Mastercard,Crédito,5389414515165982,12/2022,32,SÍ,1,9100.0,04/2010,2019,No
2971,975,975,2,Visa,Débito,4211715476152920,03/2024,345,SÍ,1,2289.0,04/2011,2011,No
2972,975,975,3,Visa,Débito,4870854561726482,06/2021,880,SÍ,1,23631.0,01/2006,2014,No
2973,976,976,0,Mastercard,Débito,5155395661236319,06/2024,314,SÍ,1,17995.0,05/2013,2013,No
2974,976,976,1,Mastercard,Crédito,5945533510367596,01/2024,959,SÍ,1,14900.0,09/2001,2008,No
2975,976,976,2,Mastercard,Débito,5319476333734439,02/2023,19,SÍ,2,26830.0,02/2004,2004,No
2976,976,976,3,Mastercard,Débito,5123064836240629,03/2023,51,SÍ,1,202.0,03/2004,2013,No
2977,976,976,4,Mastercard,Débito,5063433108745789,04/2023,5,NO,2,11460.0,04/2005,2012,No
2978,977,977,0,Mastercard,Débito,5613513569349333,02/2020,114,SÍ,1,11934.0,02/2020,2020,No
2979,977,977,1,Mastercard,Débito,5658431484394884,01/2020,315,SÍ,1,12427.0,01/2020,2020,No
2980,977,977,2,Mastercard,Débito,5783091385721120,02/2020,13,SÍ,1,24432.0,01/2020,2020,No
2981,978,978,0,Visa,Débito,4684387276535730,08/2024,268,SÍ,2,6513.0,02/2020,2020,No
2982,978,978,1,Visa,Crédito,4868914806629263,06/2021,736,SÍ,2,1500.0,01/2020,2020,No
2983,979,979,0,Mastercard,Crédito,5806288548928072,12/2024,798,SÍ,2,1500.0,08/2009,2009,No
2984,979,979,1,Visa,Crédito,4235472002609759,10/2009,833,SÍ,2,8300.0,07/2009,2011,No
2985,979,979,2,Mastercard,Crédito,5956371730449671,07/2024,475,SÍ,2,9300.0,01/2007,2010,No
2986,979,979,3,Visa,Debit (Prepaid),4728580889162679,02/2020,997,SÍ,2,87.0,02/2020,2020,No
2987,979,979,4,Mastercard,Débito,5166350097809360,10/2012,817,SÍ,1,14104.0,10/2011,2011,No
2988,979,979,5,Mastercard,Débito,5920164874148882,05/2022,535,SÍ,2,14725.0,06/2011,2011,No
2989,979,979,6,Visa,Débito,4207556954928499,03/2020,424,SÍ,2,12016.0,10/2008,2011,No
2990,980,980,0,Mastercard,Débito,5127428041251945,08/2022,856,SÍ,2,22567.0,08/2008,2009,No
2991,980,980,1,Visa,Débito,4692480656224077,03/2022,281,SÍ,2,26743.0,11/2006,2013,No
2992,980,980,2,Visa,Débito,4694285041085172,02/2021,763,SÍ,1,16722.0,06/2000,2005,No
2993,980,980,3,Visa,Débito,4976547749422816,09/2023,310,SÍ,2,9521.0,08/2006,2007,No
2994,981,981,0,Mastercard,Débito,5835240657071891,12/2021,803,SÍ,1,14253.0,08/2014,2014,No
2995,981,981,1,Mastercard,Debit (Prepaid),5839969091471132,12/2024,684,SÍ,1,78.0,01/2020,2020,No
2996,981,981,2,Mastercard,Débito,5792572397689305,10/2024,358,SÍ,1,26678.0,01/2013,2013,No
2997,981,981,3,Visa,Débito,4652000658523008,05/2023,271,SÍ,2,15652.0,04/2011,2011,No
2998,982,982,0,Discover,Crédito,6865624170982694,07/2009,784,SÍ,2,6900.0,09/2008,2011,No
2999,983,983,0,Mastercard,Débito,5123561690852830,05/2024,861,SÍ,1,13378.0,02/2009,2009,No
3000,983,983,1,Visa,Débito,4783119984911395,10/2020,467,SÍ,2,15516.0,09/1998,2014,No
3001,983,983,2,Visa,Débito,4818828811526445,05/2024,311,SÍ,2,9956.0,07/2005,2010,No
3002,983,983,3,Mastercard,Débito,5253350118420216,08/2020,499,SÍ,1,3614.0,10/2009,2009,No
3003,983,983,4,Visa,Débito,4992215485322239,02/2020,201,SÍ,2,5992.0,11/2010,2011,No
3004,984,984,0,Mastercard,Débito,5144399692785721,11/2023,732,SÍ,2,31219.0,02/2020,2020,No
3005,984,984,1,Mastercard,Débito,5892951431288814,11/2021,447,SÍ,1,20619.0,07/2018,2018,No
3006,984,984,2,Mastercard,Debit (Prepaid),5653678810336995,04/2019,732,SÍ,1,74.0,10/2009,2009,No
3007,985,985,0,Visa,Débito,4573378734803801,06/2022,261,SÍ,1,22768.0,02/2020,2020,No
3008,985,985,1,Visa,Crédito,4460007278587507,01/2021,225,NO,1,3000.0,02/2020,2020,No
3009,985,985,2,Mastercard,Crédito,5775614858102647,01/2020,32,SÍ,2,11500.0,01/2020,2020,No
3010,985,985,3,Mastercard,Débito,5388782065071878,01/2024,712,SÍ,2,7458.0,02/2020,2020,No
3011,986,986,0,Visa,Débito,4088000072942924,04/2023,532,SÍ,1,15504.0,05/2011,2012,No
3012,986,986,1,Mastercard,Crédito,5886410081258720,02/2020,684,SÍ,1,5600.0,08/2004,2019,No
3013,986,986,2,Mastercard,Débito,5247279086681076,04/2024,220,SÍ,2,3117.0,03/2001,2006,No
3014,986,986,3,Visa,Débito,4215158911989619,03/2022,756,SÍ,1,14007.0,07/2000,2015,No
3015,986,986,4,Visa,Débito,4995123817442034,04/2021,658,SÍ,2,13390.0,12/2008,2010,No
3016,987,987,0,Visa,Débito,4048124341417315,10/2021,117,SÍ,2,35649.0,06/2006,2011,No
3017,987,987,1,Visa,Débito,4160987980022088,10/2012,11,SÍ,2,18979.0,03/2004,2008,No
3018,987,987,2,Mastercard,Crédito,5640983344867524,02/2023,571,NO,2,10000.0,12/2006,2012,No
3019,987,987,3,Visa,Debit (Prepaid),4201848747072347,08/2018,604,SÍ,2,63.0,08/2009,2014,No
3020,988,988,0,Mastercard,Débito,5092269775831902,01/2021,394,SÍ,2,24878.0,08/2008,2011,No
3021,988,988,1,Amex,Crédito,395345060148797,05/2023,951,SÍ,2,23900.0,04/2010,2012,No
3022,988,988,2,Mastercard,Débito,5661288400929871,02/2022,934,SÍ,2,9213.0,08/2005,2009,No
3023,989,989,0,Visa,Débito,4535570138499229,07/2024,704,SÍ,2,23538.0,08/2011,2011,No
3024,989,989,1,Visa,Débito,4931400640582638,09/2017,835,SÍ,2,15658.0,09/2016,2016,No
3025,989,989,2,Mastercard,Crédito,5099657480091697,05/2021,249,SÍ,1,8900.0,03/2006,2011,No
3026,990,990,0,Mastercard,Debit (Prepaid),5932488176672897,02/2020,164,SÍ,1,58.0,01/2020,2020,No
3027,990,990,1,Mastercard,Débito,5413909063250465,04/2022,732,SÍ,1,12782.0,02/2011,2011,No
3028,990,990,2,Visa,Débito,4940361010295816,03/2016,253,SÍ,1,17297.0,10/2010,2010,No
3029,990,990,3,Mastercard,Crédito,5598315468243237,10/2024,385,SÍ,1,10600.0,08/1994,2011,No
3030,991,991,0,Mastercard,Débito,5056408661252934,11/2020,961,SÍ,1,10644.0,02/2005,2011,No
3031,991,991,1,Visa,Débito,4884544538827906,01/2015,296,SÍ,1,13438.0,09/2013,2013,No
3032,991,991,2,Mastercard,Débito,5481725798944325,05/2023,964,SÍ,1,14269.0,02/1999,2011,No
3033,992,992,0,Visa,Crédito,4209302581526449,06/2023,777,SÍ,2,9300.0,02/2010,2010,No
3034,992,992,1,Visa,Débito,4273067279715891,12/2017,541,SÍ,2,34175.0,07/2009,2011,No
3035,993,993,0,Visa,Débito,4866092405623392,08/2024,386,SÍ,2,367.0,12/2006,2010,No
3036,993,993,1,Mastercard,Débito,5746148101457486,06/2022,950,SÍ,2,441.0,09/2009,2014,No
3037,994,994,0,Mastercard,Débito,5099488514797621,06/2021,652,SÍ,2,11087.0,05/2010,2011,No
3038,994,994,1,Amex,Crédito,398823738054759,09/2020,162,SÍ,2,12200.0,08/2009,2011,No
3039,995,995,0,Mastercard,Débito,5329313809426347,11/2020,20,SÍ,2,12102.0,01/2010,2010,No
3040,995,995,1,Mastercard,Débito,5518456077758792,06/2020,995,SÍ,1,24068.0,01/2009,2009,No
3041,995,995,2,Mastercard,Débito,5404585495463228,10/2024,263,SÍ,2,15305.0,05/2017,2017,No
3042,996,996,0,Visa,Débito,4014763594580478,10/2024,355,SÍ,2,11268.0,02/2009,2013,No
3043,996,996,1,Mastercard,Débito,5817112710661345,01/2020,29,SÍ,2,5997.0,08/2006,2012,No
3044,996,996,2,Amex,Crédito,382683082835230,07/2021,521,SÍ,2,4000.0,04/2003,2011,No
3045,996,996,3,Amex,Crédito,316487244875963,08/2023,737,NO,2,9700.0,01/2009,2009,No
3046,997,997,0,Mastercard,Débito,5161633770589124,02/2024,891,SÍ,2,21502.0,09/2018,2018,No
3047,998,998,0,Mastercard,Débito,5267518025716847,01/2022,292,SÍ,2,2042.0,03/2006,2013,No
3048,998,998,1,Mastercard,Débito,5343513913226549,09/2023,514,SÍ,1,13922.0,02/2006,2012,No
3049,999,999,0,Discover,Crédito,6441659233130363,03/2023,515,SÍ,2,13100.0,10/2006,2006,No
3050,999,999,1,Visa,Débito,4268017872699469,11/2016,476,SÍ,2,15227.0,02/2008,2015,No
3051,999,999,2,Visa,Crédito,4033929197271889,01/2023,190,SÍ,2,3300.0,02/2010,2010,No
3052,999,999,3,Visa,Débito,4759457733349546,10/2021,437,SÍ,1,19829.0,11/2005,2010,No
3053,1000,1000,0,Mastercard,Débito,5881679887889712,01/2020,806,NO,1,23996.0,01/2020,2020,No
3054,1001,1001,0,Mastercard,Debit (Prepaid),5560061541901648,11/2024,633,SÍ,1,55.0,09/2004,2010,No
3055,1001,1001,1,Visa,Débito,4531149590903516,08/2020,97,SÍ,1,37941.0,02/2020,2020,No
3056,1001,1001,2,Visa,Crédito,4108533772649718,06/2008,548,SÍ,1,37600.0,11/2004,2006,No
3057,1002,1002,0,Visa,Débito,4137249838027633,04/2023,861,SÍ,2,33390.0,01/2003,2007,No
3058,1002,1002,1,Mastercard,Débito,5890246534257372,12/2021,12,SÍ,2,22532.0,08/2012,2012,No
3059,1002,1002,2,Mastercard,Débito,5800183437928465,04/2024,148,SÍ,2,16325.0,12/2015,2015,No
3060,1002,1002,3,Mastercard,Débito,5128197080308718,06/2023,759,SÍ,1,17885.0,04/2005,2010,No
3061,1002,1002,4,Visa,Débito,4704455652130191,12/2023,175,SÍ,1,24827.0,11/2003,2008,No
3062,1002,1002,5,Mastercard,Débito,5908095549619753,10/2015,530,SÍ,1,30704.0,05/2015,2015,No
3063,1003,1003,0,Visa,Débito,4279264771451574,02/2020,378,SÍ,2,13637.0,06/2010,2012,No
3064,1003,1003,1,Mastercard,Débito,5200107685480370,05/2024,624,SÍ,1,2504.0,10/2009,2016,No
3065,1003,1003,2,Visa,Débito,4003165279623450,03/2023,317,SÍ,1,15535.0,11/2006,2015,No
3066,1003,1003,3,Mastercard,Débito,5155468051288343,09/2022,703,SÍ,1,14898.0,08/2008,2008,No
3067,1003,1003,4,Mastercard,Débito,5625958291463283,07/2023,783,SÍ,2,9696.0,02/2008,2014,No
